asteroid_id,name,is_hazardous,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,avg_diameter_km,close_approach_date,close_approach_speed_kph,miss_distance_km,miss_distance_lunar,size_to_distance_ratio,approach_category,priority_watch,observatory_code,confidence_score,scaled_size_to_distance_ratio
3760059,(2016 SH35),False,24.9,0.0278,0.0622,0.045,2026-07-19,62068.22,70475859.37,183.3399,0.000339,distant,0,G96,,0.003141
3842885,(2019 LK5),False,18.88,0.4452,0.9955,0.7203,2026-08-21,18414.23,69615322.56,181.1013,0.005497,distant,0,703,0.87,0.05642
3264188,(2004 YC),False,25.6,0.0202,0.0451,0.0326,2026-07-21,53946.99,62800824.31,163.3736,0.000276,distant,0,I41,0.7,0.002485
3182823,(2004 KG1),False,23.96,0.0429,0.0959,0.0694,2026-07-15,28839.54,20607226.35,53.6088,0.00179,moderate,0,G96,0.51,0.018124
54049855,(2020 OB6),False,24.9,0.0278,0.0622,0.045,2026-08-08,8449.03,24144414.1,62.8107,0.000991,distant,0,G96,0.94,0.00987
3666685,(2014 FO38),False,26.35,0.0143,0.0319,0.0231,2026-08-18,60330.7,74726688.7,194.3983,0.000164,distant,0,G96,0.95,0.001331
3976579,(2020 AF2),False,24.7,0.0305,0.0682,0.0494,2026-07-10,20191.9,24338553.55,63.3157,0.001078,distant,0,W88,0.53,0.010768
3448109,(2009 DB12),False,21.27,0.1481,0.3312,0.2396,2026-08-14,81105.29,57311161.92,149.0925,0.002221,distant,0,W88,0.82,0.02258
3805270,(2018 HV),False,28.9,0.0044,0.0099,0.0071,2026-08-10,56348.85,59291849.5,154.2452,6.4e-05,distant,0,G96,0.62,0.000295
3384113,(2007 RT9),False,19.08,0.406,0.9079,0.657,2026-07-06,79312.23,59230697.36,154.0861,0.005892,distant,0,703,0.99,0.060503
3879168,(2019 TZ6),False,27.7,0.0077,0.0171,0.0124,2026-08-19,32342.96,57188453.04,148.7733,0.000115,distant,0,I41,0.78,0.000825
3457840,(2009 HA21),True,20.85,0.1797,0.4018,0.2908,2026-07-16,122817.19,53400709.51,138.9196,0.002893,distant,0,703,0.54,0.029515
3786458,(2017 UG),False,27.5,0.0084,0.0188,0.0136,2026-07-10,27448.9,52558651.05,136.7291,0.000137,distant,0,I41,0.75,0.001054
3843733,(2019 QK7),False,25.5,0.0211,0.0472,0.0342,2026-08-02,29734.0,12290017.07,31.9719,0.001477,moderate,0,W88,0.61,0.014889
3761271,(2016 US4),False,24.41,0.0349,0.078,0.0564,2026-08-21,57477.47,50395175.25,131.1009,0.000595,distant,0,G96,0.57,0.00578
3412893,(2008 KD6),False,19.6,0.3196,0.7146,0.5171,2026-07-02,85956.31,57888381.32,150.5941,0.004745,distant,0,W88,0.77,0.048652
3842867,(2019 LR4),False,25.2,0.0242,0.0542,0.0392,2026-08-20,31181.59,14332478.07,37.2853,0.001454,moderate,0,UNKNOWN,0.57,0.014653
3457386,(2009 HC),False,24.65,0.0312,0.0698,0.0505,2026-07-20,12594.1,24568520.21,63.9139,0.001093,distant,0,UNKNOWN,0.68,0.010921
3701679,(2014 XQ3),False,19.58,0.3225,0.7212,0.5218,2026-07-01,55241.53,68287443.71,177.6468,0.00406,distant,0,W88,,0.041572
3623521,(2013 AK20),False,23.19,0.0612,0.1368,0.099,2026-07-17,35898.6,64718526.21,168.3625,0.000812,distant,0,G96,0.69,0.008027
3773919,(2017 GT6),False,22.79,0.0735,0.1645,0.119,2026-08-07,58680.82,41760074.42,108.637,0.001514,distant,0,G96,,0.015272
2524474,524474 (2002 KJ3),False,19.32,0.3635,0.8129,0.5882,2026-07-20,16603.29,28253012.66,73.499,0.01106,distant,0,G96,0.66,0.11389
3824114,(2018 KC),False,27.5,0.0084,0.0188,0.0136,2026-08-12,30959.07,66504035.49,173.0074,0.000109,distant,0,F51,0.71,0.000757
3621568,(2012 XM145),False,20.4,0.2211,0.4944,0.3577,2026-07-11,60750.38,55494964.65,144.3678,0.003424,distant,0,G96,,0.035009
3991578,(2020 CH2),False,24.6,0.032,0.0715,0.0517,2026-08-06,38907.14,41701346.23,108.4843,0.000659,distant,0,G96,0.84,0.006439
3025766,(2000 AA6),True,22.44,0.0864,0.1932,0.1398,2026-08-11,86907.78,41063586.8,106.8251,0.001809,distant,0,G96,0.87,0.018319
3410474,(2008 JM20),False,21.0,0.1677,0.375,0.2714,2026-08-15,87892.07,64469063.04,167.7135,0.002236,distant,0,I41,0.74,0.022733
3565416,(2011 JZ10),False,22.85,0.0715,0.16,0.1158,2026-07-05,20326.62,69634999.98,181.1524,0.000883,distant,0,F51,0.94,0.008757
3720770,(2015 KJ157),False,19.19,0.386,0.8631,0.6245,2026-07-03,78413.28,53545379.45,139.296,0.006196,distant,0,F51,0.75,0.06364
3283950,(2005 NJ63),False,21.03,0.1654,0.3699,0.2676,2026-07-04,55867.82,37181635.2,96.7264,0.003824,distant,0,G96,0.68,0.039136
3879546,(2019 UL5),False,27.66,0.0078,0.0175,0.0126,2026-07-18,20806.86,62315508.76,162.1111,0.000108,distant,0,I41,0.72,0.000747
3843155,(2019 NY2),True,21.2,0.153,0.342,0.2475,2026-08-10,34589.82,2515647.48,6.5443,0.052261,close,1,F51,0.62,0.539507
3761750,(2016 UP41),False,21.78,0.1171,0.2618,0.1895,2026-08-03,31206.59,18216973.9,47.3907,0.005525,moderate,0,G96,0.66,0.056712
2240320,240320 (2003 HS42),False,20.28,0.2336,0.5224,0.378,2026-07-07,15344.0,73103547.49,190.1757,0.002747,distant,0,F51,0.89,0.028014
3893638,(2019 WC4),False,22.4,0.088,0.1968,0.1424,2026-08-19,35827.68,36198395.4,94.1686,0.00209,distant,0,703,,0.021224
3767609,(2017 BM92),False,23.8,0.0462,0.1033,0.0747,2026-08-11,36654.25,63338392.06,164.7721,0.000627,distant,0,I41,0.61,0.00611
3826623,(2018 PV7),False,24.33,0.0362,0.0809,0.0586,2026-08-01,24393.09,57876330.6,150.5628,0.000537,distant,0,W88,0.55,0.005186
3799636,(2018 CV13),False,21.29,0.1467,0.3281,0.2374,2026-07-19,30558.56,47471510.21,123.4951,0.002657,distant,0,G96,,0.027082
3647023,(2013 RD6),False,24.8,0.0291,0.0652,0.0472,2026-08-03,62569.06,66145925.09,172.0758,0.000379,distant,0,703,,0.003547
3709137,(2015 BQ512),False,25.5,0.0211,0.0472,0.0342,2026-08-07,66601.35,48658458.75,126.5829,0.000373,distant,0,F51,0.69,0.003487
3770142,(2017 DS37),False,27.3,0.0092,0.0206,0.0149,2026-08-03,24023.24,30450416.18,79.2154,0.00026,distant,0,F51,0.53,0.002322
3956451,(2019 YS3),False,24.63,0.0315,0.0705,0.051,2026-07-02,24621.6,7721719.86,20.0877,0.003508,moderate,0,W88,0.96,0.035878
3723949,(2015 NG3),False,21.7,0.1215,0.2717,0.1966,2026-07-13,56128.37,64176751.58,166.953,0.001627,distant,0,I41,0.88,0.016444
3723817,(2015 MO116),False,24.0,0.0421,0.0942,0.0682,2026-08-14,37388.04,39236668.47,102.0725,0.000923,distant,0,W88,0.75,0.009168
3666430,(2014 FA7),False,26.7,0.0121,0.0272,0.0197,2026-08-11,22722.99,48234706.24,125.4805,0.000217,distant,0,I41,,0.001871
3797753,(2018 BV1),False,24.3,0.0367,0.082,0.0594,2026-07-14,65144.75,70873325.06,184.3739,0.000445,distant,0,G96,0.72,0.004231
3836413,(2018 WE2),False,25.85,0.018,0.0402,0.0291,2026-07-02,68583.02,66624820.59,173.3216,0.000232,distant,0,G96,,0.002029
3645042,(2013 ND15),False,24.1,0.0402,0.09,0.0651,2026-08-13,66819.57,19885833.13,51.7321,0.001739,moderate,0,G96,0.94,0.017598
3825228,(2018 LH5),False,22.11,0.1006,0.2249,0.1628,2026-07-04,49953.78,18989819.95,49.4012,0.004553,moderate,0,G96,0.82,0.046669
3358522,(2006 VG13),True,21.46,0.1357,0.3034,0.2196,2026-07-04,34563.18,51874855.13,134.9502,0.002248,distant,0,G96,0.74,0.022861
3283218,(2005 MF5),False,21.73,0.1198,0.2679,0.1939,2026-07-04,79717.94,56422466.37,146.7806,0.001825,distant,0,W88,0.56,0.018492
3567991,(2011 LA19),True,19.17,0.3895,0.871,0.6303,2026-07-15,49174.14,17635960.9,45.8792,0.018986,moderate,0,G96,0.65,0.195763
3744813,(2016 DE1),False,25.3,0.0232,0.0518,0.0375,2026-08-07,97525.51,38224403.65,99.4391,0.000521,distant,0,W88,0.78,0.005012
3405616,(2008 EU68),False,21.9,0.1108,0.2478,0.1793,2026-07-11,87187.91,35056102.14,91.1969,0.002717,distant,0,I41,0.76,0.0277
3595776,(2012 AC11),False,21.94,0.1088,0.2432,0.176,2026-08-09,38832.13,64140356.02,166.8584,0.001458,distant,0,F51,0.6,0.014694
3764824,(2016 WB8),False,25.9,0.0176,0.0393,0.0284,2026-07-21,31153.27,72890319.4,189.621,0.000207,distant,0,I41,0.61,0.001774
3757412,(2016 PC40),False,23.8,0.0462,0.1033,0.0747,2026-08-10,19287.99,42628899.55,110.8972,0.000931,distant,0,703,,0.009256
3765610,(2016 XR1),False,24.22,0.0381,0.0851,0.0616,2026-07-07,37299.06,38966150.72,101.3688,0.00084,distant,0,G96,0.81,0.008309
3794969,(2017 YD1),False,30.0,0.0027,0.0059,0.0043,2026-08-18,39879.92,45947270.18,119.5298,5e-05,distant,0,I41,,0.000148
3772386,(2017 FN64),False,22.0,0.1058,0.2366,0.1712,2026-08-21,72265.69,46526521.21,121.0367,0.001955,distant,0,I41,0.54,0.019829
3764703,(2016 WU2),False,27.4,0.0088,0.0197,0.0142,2026-07-12,29117.36,68699320.89,178.7183,0.00011,distant,0,UNKNOWN,0.92,0.000772
3624902,(2013 BG27),False,20.18,0.2447,0.5471,0.3959,2026-07-04,20809.5,73513490.75,191.2422,0.002861,distant,0,G96,0.72,0.029185
3893214,(2019 VT5),False,22.8,0.0732,0.1637,0.1185,2026-07-11,73567.18,48971862.61,127.3982,0.001285,distant,0,G96,0.51,0.012908
3703783,(2015 AF45),False,25.12,0.0252,0.0562,0.0407,2026-07-15,23294.23,62576971.81,162.7913,0.000345,distant,0,I41,0.85,0.003203
3754379,(2016 NR),False,23.8,0.0462,0.1033,0.0747,2026-08-06,25610.39,30035053.05,78.1349,0.001322,distant,0,G96,0.94,0.01329
2357621,357621 (2005 EG94),False,18.83,0.4556,1.0187,0.7371,2026-08-21,39215.07,12358639.66,32.1505,0.031685,moderate,0,W88,0.54,0.326953
3741151,(2016 CE),False,28.5,0.0053,0.0119,0.0086,2026-08-01,45231.46,56755753.99,147.6476,8e-05,distant,0,F51,0.66,0.000464
3401388,(2008 CO),False,22.6,0.0803,0.1795,0.1299,2026-08-12,15925.61,23952431.6,62.3112,0.002881,distant,0,703,0.79,0.029392
3842755,(2019 LF1),False,22.03,0.1044,0.2334,0.1689,2026-07-18,29031.91,57265900.38,148.9748,0.001566,distant,0,I41,,0.015817
3274691,(2005 FC),False,24.5,0.0335,0.0748,0.0541,2026-08-09,46496.29,54950845.86,142.9523,0.000523,distant,0,703,0.58,0.005041
3837804,(2019 AS9),False,21.06,0.1631,0.3648,0.264,2026-08-03,65034.58,42943899.69,111.7167,0.003265,distant,0,G96,0.59,0.033366
2523808,523808 (2007 ML24),True,19.35,0.3586,0.8018,0.5802,2026-07-04,60352.8,3476889.94,9.045,0.088641,close,1,F51,0.83,0.915327
3727045,(2015 RW35),False,29.2,0.0038,0.0086,0.0062,2026-08-13,72775.65,71486389.66,185.9688,4.6e-05,distant,0,703,0.97,0.000112
3781708,(2017 RO17),False,26.1,0.016,0.0358,0.0259,2026-07-08,29136.44,50252759.67,130.7304,0.000274,distant,0,G96,0.53,0.002464
3381260,(2007 PS9),False,23.5,0.053,0.1186,0.0858,2026-08-03,52512.68,63366552.14,164.8453,0.000719,distant,0,I41,0.87,0.007066
3365951,(2007 AA2),False,24.6,0.032,0.0715,0.0517,2026-07-11,25970.19,6832280.95,17.7739,0.00402,close,0,G96,0.92,0.041166
2136770,136770 (1996 PC1),False,20.56,0.2054,0.4592,0.3323,2026-08-06,83073.9,61668127.55,160.427,0.002863,distant,0,703,0.55,0.029206
3991654,(2020 DA1),False,29.8,0.0029,0.0065,0.0047,2026-07-21,70783.99,70777962.16,184.1258,3.5e-05,distant,0,G96,0.55,0.0
3843136,(2019 NG2),False,24.09,0.0404,0.0904,0.0654,2026-07-20,49775.23,8918882.14,23.2021,0.003895,moderate,0,I41,0.62,0.039872
3724221,(2015 ME131),True,19.69,0.3066,0.6856,0.4961,2026-08-02,70381.84,37601766.05,97.8194,0.007008,distant,0,G96,0.82,0.072033
2628250,628250 (2014 QL390),False,22.25,0.0943,0.2109,0.1526,2026-08-04,10116.78,40926110.08,106.4675,0.001981,distant,0,703,0.89,0.020096
3840128,(2019 FH),True,20.19,0.2435,0.5446,0.394,2026-07-02,110130.11,23338617.15,60.7144,0.008969,distant,0,F51,0.68,0.092289
3402134,(2008 CL20),False,25.3,0.0232,0.0518,0.0375,2026-07-09,69473.19,74177673.63,192.97,0.000268,distant,0,I41,0.59,0.002406
3266944,(2005 BG28),False,25.6,0.0202,0.0451,0.0326,2026-07-01,62969.15,53782676.63,139.9133,0.000322,distant,0,UNKNOWN,0.96,0.002963
3724198,(2015 NJ24),False,21.39,0.1401,0.3134,0.2267,2026-08-15,28380.22,55487031.43,144.3471,0.002171,distant,0,W88,0.87,0.02206
3843605,(2019 QR1),False,24.5,0.0335,0.0748,0.0541,2026-08-20,59473.93,62238840.16,161.9117,0.000462,distant,0,G96,0.87,0.004408
3830882,(2018 SD2),False,28.6,0.0051,0.0113,0.0082,2026-07-14,47164.67,54820154.15,142.6123,7.9e-05,distant,0,703,,0.000455
3624233,(2013 BU2),False,22.7,0.0767,0.1714,0.124,2026-07-08,33342.04,53711278.12,139.7276,0.001227,distant,0,W88,0.77,0.012307
3645793,(2013 PO43),False,21.5,0.1332,0.2979,0.2155,2026-08-21,20032.71,55154039.54,143.4809,0.002076,distant,0,UNKNOWN,0.65,0.021081
54137508,(2021 GR12),False,18.01,0.6646,1.4861,1.0753,2026-08-03,130940.15,71591694.78,186.2427,0.007979,distant,0,F51,0.53,0.082063
3733933,(2015 VH65),False,27.7,0.0077,0.0171,0.0124,2026-07-05,29012.52,42326244.18,110.1099,0.000156,distant,0,UNKNOWN,0.74,0.001243
2620082,620082 (2014 QL433),True,19.88,0.2809,0.6281,0.4545,2026-08-12,91237.41,19855471.57,51.6532,0.01216,moderate,0,UNKNOWN,0.56,0.125255
3544935,(2010 PW58),True,21.7,0.1215,0.2717,0.1966,2026-08-04,59360.9,48923072.46,127.2713,0.002135,distant,0,W88,0.98,0.021685
3837880,(2019 AM12),False,25.4,0.0221,0.0494,0.0358,2026-07-08,18134.58,10787227.18,28.0625,0.001762,moderate,0,703,0.62,0.017833
3843105,(2019 MX3),False,22.2,0.0965,0.2158,0.1562,2026-07-18,14419.48,71840959.61,186.8912,0.001155,distant,0,703,0.51,0.011562
3297182,(2005 UE1),False,26.2,0.0153,0.0342,0.0247,2026-08-20,65506.14,71146097.41,185.0835,0.000185,distant,0,I41,0.96,0.001543
3283679,(2005 NE21),False,21.24,0.1502,0.3358,0.243,2026-07-01,40491.49,14442640.52,37.5719,0.008937,moderate,0,W88,0.58,0.091954
3299721,(2005 VN5),False,27.0,0.0106,0.0237,0.0171,2026-07-12,44459.87,29514953.89,76.7819,0.000308,distant,0,UNKNOWN,0.68,0.002818
3767163,(2017 BP30),False,26.0,0.0168,0.0375,0.0271,2026-07-18,26357.19,63799650.39,165.972,0.000226,distant,0,UNKNOWN,0.77,0.001968
3842637,(2019 KW3),False,21.86,0.1129,0.2524,0.1826,2026-07-02,21962.07,68231134.15,177.5003,0.001422,distant,0,UNKNOWN,0.55,0.014322
3766360,(2017 AE5),False,22.18,0.0974,0.2178,0.1576,2026-07-04,15243.78,53736908.75,139.7942,0.001558,distant,0,F51,0.56,0.015729
3740929,(2016 BW14),False,25.8,0.0184,0.0411,0.0298,2026-07-10,35810.96,44771054.98,116.47,0.000353,distant,0,703,0.57,0.003281
3837605,(2019 AE3),False,27.4,0.0088,0.0197,0.0142,2026-07-04,28402.79,8015037.81,20.8508,0.000944,moderate,0,W88,,0.009385
3836857,(2018 XQ2),False,28.2,0.0061,0.0136,0.0099,2026-07-16,29819.64,44158739.32,114.8771,0.000119,distant,0,703,0.69,0.000859
2500136,500136 (2012 CO46),False,22.85,0.0715,0.16,0.1158,2026-07-09,23047.18,69705549.87,181.336,0.000882,distant,0,G96,0.82,0.008748
3989253,(2020 BD11),False,24.29,0.0369,0.0824,0.0596,2026-07-12,32263.13,36804461.7,95.7452,0.000861,distant,0,UNKNOWN,0.73,0.008527
3802409,(2018 GY),False,24.83,0.0287,0.0643,0.0465,2026-08-11,54744.21,70376296.14,183.0809,0.000351,distant,0,W88,0.65,0.003261
3740926,(2016 BV14),True,21.7,0.1215,0.2717,0.1966,2026-08-10,75878.34,7310642.19,19.0183,0.014285,close,0,G96,0.85,0.1472
3623580,(2013 AS27),True,21.38,0.1408,0.3148,0.2278,2026-07-10,64487.27,12693132.94,33.0206,0.009534,moderate,0,G96,0.81,0.09812
54054410,(2020 RX8),True,19.6,0.3194,0.7142,0.5168,2026-08-02,70423.74,37691801.86,98.0536,0.007284,distant,0,F51,0.51,0.074882
3694987,(2014 UR116),True,19.8,0.2914,0.6517,0.4716,2026-08-21,70080.17,60665427.7,157.8185,0.004129,distant,0,G96,0.57,0.042292
3989278,(2020 BO12),False,22.3,0.0922,0.2061,0.1491,2026-07-21,90313.96,57346111.11,149.1834,0.001381,distant,0,G96,0.63,0.013905
54016711,(2020 GN3),False,19.25,0.3755,0.8395,0.6075,2026-07-02,61907.11,63003270.0,163.9003,0.005122,distant,0,W88,0.89,0.052549
3567573,(2011 LJ1),False,19.3,0.3669,0.8204,0.5937,2026-08-04,51486.12,26927575.42,70.0509,0.011712,distant,0,I41,0.56,0.120623
3414400,(2008 MQ1),False,24.2,0.0384,0.0859,0.0622,2026-08-14,53937.84,57492050.78,149.5631,0.000574,distant,0,G96,0.57,0.005568
3892694,(2019 VK3),False,25.5,0.0211,0.0472,0.0342,2026-07-20,51820.24,35182445.98,91.5256,0.000516,distant,0,703,0.56,0.004963
3825168,(2018 LG4),False,27.0,0.0106,0.0237,0.0171,2026-07-17,23729.09,26402393.5,68.6847,0.000344,distant,0,703,0.53,0.003193
3607412,(2012 PH6),False,21.1,0.1602,0.3581,0.2591,2026-08-09,57436.12,49707075.66,129.3108,0.00277,distant,0,I41,0.55,0.028245
3147315,(2003 BN4),False,24.26,0.0374,0.0836,0.0605,2026-07-01,23372.7,62242781.3,161.9219,0.000516,distant,0,W88,0.81,0.004966
3552537,(2010 WB3),False,19.95,0.272,0.6082,0.4401,2026-07-15,98978.8,17725394.95,46.1118,0.013189,moderate,0,W88,0.69,0.135887
3266031,(2005 BU),False,26.7,0.0121,0.0272,0.0197,2026-08-01,56532.18,61128505.1,159.0232,0.000171,distant,0,703,0.53,0.001399
3559843,(2011 EP51),False,25.2,0.0242,0.0542,0.0392,2026-07-10,46658.18,60661347.65,157.8079,0.000343,distant,0,F51,0.72,0.003183
3756946,(2016 PC8),False,24.7,0.0305,0.0682,0.0494,2026-07-19,20433.75,31201475.57,81.1693,0.000841,distant,0,W88,0.63,0.008319
3710914,(2015 DC1),False,24.8,0.0291,0.0652,0.0472,2026-07-07,19031.98,42457614.18,110.4516,0.00059,distant,0,G96,0.69,0.00573
